prompt_id,source_workload_id,prompt,target_sla,target_energy,target_imbalance,target_fairness,target_carbon
prompt-003620,workload-004633,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.24; memory_gb=20.57; latency_budget_ms=285.2; energy_sensitivity=0.76; edge_locality=0.29",0.15,0.35,0.14,0.1,0.26
prompt-003621,workload-000599,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=1.03; memory_gb=4.16; latency_budget_ms=39.9; energy_sensitivity=0.49; edge_locality=0.75",0.56,0.1,0.14,0.1,0.1
prompt-003622,workload-001693,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=2.14; memory_gb=3.83; latency_budget_ms=59.4; energy_sensitivity=0.49; edge_locality=0.78",0.56,0.1,0.14,0.1,0.1
prompt-003623,workload-003155,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=burst; cpu=2.05; memory_gb=5.83; latency_budget_ms=120.0; energy_sensitivity=0.27; edge_locality=0.40",0.45,0.14,0.18,0.13,0.1
prompt-003624,workload-002216,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.69; memory_gb=4.12; latency_budget_ms=81.8; energy_sensitivity=0.42; edge_locality=0.64",0.45,0.14,0.18,0.13,0.1
prompt-003625,workload-003612,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=burst; cpu=1.24; memory_gb=4.26; latency_budget_ms=78.3; energy_sensitivity=0.37; edge_locality=0.45",0.45,0.14,0.18,0.13,0.1
prompt-003626,workload-000572,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=2.19; memory_gb=4.30; latency_budget_ms=114.5; energy_sensitivity=0.35; edge_locality=0.36",0.51,0.11,0.18,0.13,0.07
prompt-003627,workload-000009,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=0.94; memory_gb=1.54; latency_budget_ms=43.3; energy_sensitivity=0.42; edge_locality=0.79",0.5,0.13,0.14,0.1,0.13
prompt-003628,workload-001262,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=2.04; memory_gb=0.90; latency_budget_ms=40.4; energy_sensitivity=0.45; edge_locality=0.85",0.59,0.1,0.13,0.08,0.1
prompt-003629,workload-001436,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=6.90; memory_gb=11.95; latency_budget_ms=246.5; energy_sensitivity=0.89; edge_locality=0.29",0.2,0.3,0.17,0.1,0.23
prompt-003630,workload-004664,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.11; memory_gb=3.41; latency_budget_ms=48.3; energy_sensitivity=0.53; edge_locality=0.76",0.45,0.18,0.11,0.1,0.16
prompt-003631,workload-002073,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=7.02; memory_gb=9.42; latency_budget_ms=260.8; energy_sensitivity=0.85; edge_locality=0.32",0.2,0.3,0.17,0.1,0.23
prompt-003632,workload-000887,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.15; memory_gb=1.75; latency_budget_ms=108.5; energy_sensitivity=0.26; edge_locality=0.58",0.45,0.14,0.18,0.13,0.1
prompt-003633,workload-003440,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=burst; cpu=3.35; memory_gb=0.69; latency_budget_ms=51.4; energy_sensitivity=0.38; edge_locality=0.90",0.53,0.13,0.13,0.08,0.13
prompt-003634,workload-002088,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=3.55; memory_gb=6.03; latency_budget_ms=181.8; energy_sensitivity=0.50; edge_locality=0.26",0.31,0.23,0.18,0.15,0.13
prompt-003635,workload-004277,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=3.46; memory_gb=6.67; latency_budget_ms=77.5; energy_sensitivity=0.44; edge_locality=0.51",0.46,0.16,0.15,0.13,0.1
prompt-003636,workload-004686,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=2.58; memory_gb=7.03; latency_budget_ms=78.6; energy_sensitivity=0.49; edge_locality=0.70",0.4,0.19,0.15,0.13,0.13
prompt-003637,workload-003792,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=3.66; memory_gb=1.88; latency_budget_ms=116.9; energy_sensitivity=0.26; edge_locality=0.67",0.46,0.16,0.15,0.13,0.1
prompt-003638,workload-004873,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=3.39; memory_gb=2.08; latency_budget_ms=107.4; energy_sensitivity=0.48; edge_locality=0.67",0.4,0.19,0.15,0.13,0.13
prompt-003639,workload-003853,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=3.56; memory_gb=16.75; latency_budget_ms=232.8; energy_sensitivity=0.78; edge_locality=0.13",0.15,0.35,0.14,0.1,0.26
prompt-003640,workload-001632,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.30; memory_gb=19.14; latency_budget_ms=324.2; energy_sensitivity=0.89; edge_locality=0.06",0.2,0.3,0.17,0.1,0.23
prompt-003641,workload-004620,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.15; memory_gb=3.86; latency_budget_ms=36.8; energy_sensitivity=0.37; edge_locality=0.90",0.48,0.18,0.1,0.08,0.16
prompt-003642,workload-000795,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.43; memory_gb=4.55; latency_budget_ms=38.0; energy_sensitivity=0.38; edge_locality=0.92",0.53,0.13,0.13,0.08,0.13
prompt-003643,workload-002722,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=burst; cpu=4.54; memory_gb=5.50; latency_budget_ms=293.5; energy_sensitivity=0.93; edge_locality=0.15",0.26,0.27,0.17,0.1,0.2
prompt-003644,workload-000641,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=0.61; memory_gb=2.84; latency_budget_ms=92.5; energy_sensitivity=0.42; edge_locality=0.34",0.45,0.14,0.18,0.13,0.1
prompt-003645,workload-004599,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=1.61; memory_gb=6.69; latency_budget_ms=82.5; energy_sensitivity=0.36; edge_locality=0.64",0.4,0.19,0.15,0.13,0.13
prompt-003646,workload-004567,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=2.35; memory_gb=4.50; latency_budget_ms=125.6; energy_sensitivity=0.39; edge_locality=0.65",0.26,0.28,0.15,0.15,0.16
prompt-003647,workload-004348,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=3.13; memory_gb=15.31; latency_budget_ms=230.9; energy_sensitivity=0.87; edge_locality=0.05",0.15,0.35,0.14,0.1,0.26
prompt-003648,workload-003266,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=2.95; memory_gb=17.98; latency_budget_ms=228.9; energy_sensitivity=0.93; edge_locality=0.27",0.2,0.3,0.17,0.1,0.23
prompt-003649,workload-002533,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=burst; cpu=4.28; memory_gb=8.03; latency_budget_ms=249.0; energy_sensitivity=0.78; edge_locality=0.57",0.31,0.23,0.18,0.15,0.13
prompt-003650,workload-001740,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.01; memory_gb=6.55; latency_budget_ms=126.2; energy_sensitivity=0.70; edge_locality=0.56",0.31,0.23,0.18,0.15,0.13
prompt-003651,workload-003764,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=3.06; memory_gb=5.38; latency_budget_ms=102.1; energy_sensitivity=0.89; edge_locality=0.75",0.32,0.25,0.15,0.15,0.13
prompt-003652,workload-001777,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.72; memory_gb=3.86; latency_budget_ms=46.1; energy_sensitivity=0.37; edge_locality=0.95",0.53,0.13,0.13,0.08,0.13
prompt-003653,workload-002236,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=2.86; memory_gb=6.93; latency_budget_ms=102.8; energy_sensitivity=0.30; edge_locality=0.25",0.45,0.14,0.18,0.13,0.1
prompt-003654,workload-002588,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=burst; cpu=2.27; memory_gb=8.85; latency_budget_ms=95.5; energy_sensitivity=0.34; edge_locality=0.34",0.45,0.14,0.18,0.13,0.1
prompt-003655,workload-002344,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=high-contention; cpu=0.92; memory_gb=3.46; latency_budget_ms=125.0; energy_sensitivity=0.21; edge_locality=0.62",0.51,0.11,0.18,0.13,0.07
prompt-003656,workload-002761,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=burst; cpu=1.08; memory_gb=2.26; latency_budget_ms=45.3; energy_sensitivity=0.63; edge_locality=0.95",0.53,0.13,0.13,0.08,0.13
